timestamp,left_eye_x,left_eye_y,right_eye_x,right_eye_y,gaze_screen_x,gaze_screen_y,iris_center_x,iris_center_y,velocity,event
1769703801.990323,179.38490867614746,224.296510219574,235.47959327697757,197.7315902709961,55.208909543930986,-27.998761886924797,204.27474350087897,211.24608299958877,86.49401236067327,other
1769703802.005236,179.40423965454102,223.81233930587769,235.54329872131348,197.70305156707764,56.752304547513006,-25.318682094505075,210.06403536170973,209.0704037603761,414.7174445011637,saccade
1769703802.044556,192.2487545013428,214.83094453811648,251.7946434020996,194.88641023635864,58.509299079757255,-21.51797347262986,218.10697690825776,206.6427926305204,213.66539392006692,saccade
1769703802.064674,191.4849758148193,214.9846887588501,252.20749855041504,195.0692081451416,60.216999593363965,-17.720761558049503,226.0280569322521,204.2617550673,411.134643969166,saccade
1769703802.111301,207.86914825439453,206.6368532180786,270.7108783721924,194.7317361831665,61.93277942001584,-13.852609466104024,234.46942476341758,201.92842401314758,187.82914267473365,saccade
1769703802.132539,207.97926902771,206.1498785018921,270.84436416625977,194.75847959518435,63.2934436539183,-9.286656783177355,244.77543256077968,200.26069785351237,491.57305911411856,saccade
1769703802.154881,229.3860912322998,199.97490406036377,292.1548271179199,196.98225259780884,64.10832871139355,-4.857533687919542,254.74712825361024,199.0630769708049,449.52875974175765,saccade
1769703802.160792,228.83928298950195,199.5901036262512,292.6609992980957,197.4842047691345,64.20257310306361,0.06509236944207308,265.8121334395272,198.75678796142586,1872.6161614054215,saccade
1769703802.221524,247.13295936584475,194.63171482086184,312.1729850769043,201.87844276428223,64.02388164468516,5.043914587789021,277.1858375342199,198.9390606362367,187.3013492943091,saccade
1769703802.235775,247.5620937347412,194.92939710617063,312.69216537475586,201.7983841896057,63.04391326731721,9.67464029950799,288.24909798376325,200.09937618113324,780.573006857569,saccade
1769703802.290602,268.06586265563965,193.82020711898804,331.33514404296875,207.4205732345581,61.84613790555272,14.397125658406473,299.46478803557136,201.28703078749064,205.70889586977944,saccade
1769703802.344259,286.9835567474365,193.6920261383057,347.1246719360352,215.08132696151733,60.287518272572854,18.360222279216476,309.26140467613703,203.1857132771447,185.97577567373412,saccade
1769703802.359233,288.12055587768555,193.62069368362427,346.4285469055176,215.6740093231201,58.61165294388333,22.255851363704345,319.0496296429544,205.12731818268318,666.4229616360337,saccade
1769703802.39654,303.8896083831787,195.71871757507324,359.1882514953613,222.68764972686768,56.79575614584009,25.101135165443395,326.5812500094954,207.22017471714912,209.53135669551543,saccade
1769703802.409873,304.07490730285645,195.41998386383057,358.7051582336426,222.154004573822,54.89813323042542,27.79405717072999,334.1269697085784,209.22994686036202,585.6696500146766,saccade
1769703802.463408,314.78297233581543,196.47019386291504,367.2138595581055,226.14680528640747,53.19801726708075,29.46698946327123,339.3932747172034,210.93213381810546,103.382208198523,saccade
1769703802.483982,314.62451934814453,196.0540080070496,367.0821762084961,226.8331360816956,52.10769633470106,30.760707637303728,343.3596606837158,212.11934099477998,201.2361394509214,saccade
1769703802.527499,319.72899436950684,198.2471752166748,371.0835647583008,229.3010187149048,51.5447397706738,31.115861963902304,344.80573535073586,212.89948532808,37.75762372129843,other
1769703802.539327,320.3050804138184,198.24369192123413,371.4736175537109,229.24831867218015,51.583571714513724,30.76327107502881,344.8914261123193,213.11112045810353,19.303864735195727,fixation
1769703802.577522,319.56249237060547,198.22073221206665,371.1202812194824,228.48196506500244,51.8608159026412,30.5698964757619,344.93233024804493,213.2137781624353,2.893216739984869,fixation
1769703802.59042,319.30633544921875,198.1505870819092,371.3237380981445,228.46909761428836,52.53196566137282,29.55192923437972,342.6641849932107,212.64677522301253,181.26440287184283,saccade
1769703802.640432,314.6560478210449,197.09354639053345,367.927360534668,225.41630029678345,53.31977818346701,28.570031362421535,340.6234599583848,212.08477249728188,42.32388739687221,other
1769703802.712008,306.5922260284424,197.84442901611328,361.746768951416,223.8696813583374,54.357961870426806,27.235383853653595,337.4209762676827,211.12079210842478,46.72539235964745,other
1769703802.727246,306.2811470031738,197.6767659187317,361.7369270324707,223.96995306015012,55.45623630851673,25.381471948925867,333.540560674885,210.04580606486581,264.2441256746916,saccade
1769703802.759155,297.34094619750977,197.0089173316956,354.7424507141113,219.21635627746585,56.664787430569376,23.591251438020176,329.30348864076547,208.7396038625047,138.95271756232478,saccade
1769703802.777121,297.3071575164795,196.8810224533081,354.72171783447266,219.41931009292605,57.869028065539375,21.32353070850298,324.44716917875303,207.62723673846503,277.30596501452527,saccade
1769703802.813012,288.8844680786133,196.72644138336184,347.9478454589844,215.0327754020691,58.97178308996173,19.177574112404635,319.80594774393114,206.50008237523843,133.07385710195626,saccade
1769703802.827105,288.61037254333496,196.9968223571777,348.3757400512696,214.84811782836917,59.95478102740152,16.47689556967628,314.6007619831914,205.6494358956016,374.24077261611103,saccade
1769703802.877697,279.9074077606201,197.81969547271729,340.7206916809082,212.1025800704956,60.92088777015685,14.120050958918311,310.07454246417603,205.06826586637138,90.19970010137645,other
1769703802.961308,271.13240242004395,199.49182033538816,333.0982780456543,208.53341102600095,61.772662080791,11.444070539862928,305.67669672556224,204.53064860046294,52.99044314179415,other
1769703802.993114,270.7602405548096,199.3069052696228,333.096399307251,208.70163202285767,62.53348939127548,7.972629534173381,300.17726990108747,204.37166172347034,172.97760923434822,saccade
1769703803.005321,260.4593753814697,202.54618406295776,323.7928581237793,206.1953401565552,63.17178504391529,4.553289847136649,295.28895010883616,204.456998196124,400.51217238309766,saccade
1769703803.027646,260.27753829956055,202.93099164962769,323.6057758331299,205.89142084121704,63.52021479714546,0.5626595958865099,289.45131026997444,204.75080736514244,261.81494746000686,saccade
1769703803.049963,251.06016159057617,208.0855894088745,314.95784759521484,204.4359397888184,63.657655172218924,-3.2293787606701234,284.3286788819618,205.4706933185537,231.7956112879959,saccade
1769703803.061622,250.73206901550293,207.97473907470703,315.3232192993164,203.97659540176392,63.54263423039398,-7.235563901754567,278.6212106937752,206.2789974223446,494.42207232936903,saccade
1769703803.117751,242.27349281311035,212.85653829574585,305.60898780822754,200.69324254989624,63.16485081323167,-10.812198080088818,273.7853849851183,207.1677784024332,87.59864245702758,other
1769703803.185851,233.80196571350095,217.04826593399048,296.60380363464355,199.7351360321045,62.71609370201456,-14.14730369127722,268.7392402105217,208.19669826753653,75.62349269577555,other
1769703803.196464,233.973445892334,217.12122917175293,296.61545753479004,199.7943091392517,62.207944127769295,-17.505694242624237,263.56739000605387,209.04494552051437,493.8252676418233,saccade
1769703803.244268,226.58673286437988,221.61945104599,287.1104145050049,200.63939094543457,61.7742546910078,-19.921223359949565,259.2136523302878,209.98082147572495,93.15539830439499,other
1769703803.258933,226.00994110107425,222.3231554031372,287.6146507263184,200.787091255188,61.47376743161335,-22.05658456534834,254.83867838587835,210.82880527833046,303.8771491414163,saccade
1769703803.290347,219.87818717956543,223.24567079544067,280.026969909668,200.05517721176147,61.13831020372519,-23.386812991146723,251.45281709697053,211.5100765098825,109.94197663499165,saccade
1769703803.309185,219.41038131713867,223.3597469329834,280.1614475250244,200.0018334388733,61.00476525595859,-24.08018014226038,248.51117465075464,212.41146804412685,163.32202428498078,saccade
1769703803.355068,214.57831382751465,225.52595615386963,276.1685085296631,201.40153884887692,61.20959503726216,-23.81017853879295,246.74247282554802,213.1575951349693,41.837738354812515,other
1769703803.377102,214.480504989624,225.2841567993164,276.11926078796387,201.1568284034729,61.50366362834981,-23.132589443776535,245.638814848474,214.01438238610092,63.41092821673694,other
1769703803.423725,213.0505084991455,226.4149045944214,275.7275581359863,204.24518823623657,61.96452636200952,-22.345072804533103,244.5031828081999,215.0076075560379,32.359433538704984,other
1769703803.442203,213.31427574157715,226.1889910697937,275.6142902374268,204.10756587982175,62.50951191311003,-20.901268279390752,244.69671157474568,215.93054746071257,51.03387741216092,other
1769703803.469445,213.670015335083,226.6307830810547,275.9889221191406,206.52281284332275,63.070269658015675,-19.624356051915484,244.81431921359234,216.93627416494326,37.16987700864878,other
1769703803.555245,214.8061370849609,226.76026582717896,278.6670017242432,210.52669286727905,63.78199495341479,-17.908272820900027,246.09142370785122,218.01784145778242,19.50530918778446,fixation
1769703803.567747,214.3631935119629,227.01329469680783,278.94679069519043,210.9469199180603,64.35579160975152,-16.25406672620135,247.25332452161416,218.85415011833277,114.50642925286562,saccade
1769703803.594278,217.41594314575195,227.34166860580444,282.186861038208,214.49611902236936,64.7669741859267,-14.530507027293844,248.93546432823217,219.64271081087398,70.02381054345048,other
1769703803.610194,216.8420886993408,227.4854850769043,282.3303413391113,214.29779291152957,65.36416900427669,-12.831683765169792,250.8403174974274,220.59308374090014,133.75158680124707,saccade
1769703803.663352,221.2420082092285,226.75890684127808,286.9715118408203,215.31182527542117,65.87701348697475,-11.262486688691629,252.91075972302608,221.22761067977441,40.73686252814522,other
1769703803.680085,220.42243003845212,226.83876514434812,287.6411437988281,215.43658018112183,66.33209927589142,-9.659786412079464,255.17383385567786,222.10811033831587,145.12278116797887,saccade
1769703803.705431,225.31248092651367,226.50066375732425,291.83852195739746,218.93669843673703,66.786662166475,-8.423714012042476,257.2714012413557,222.7538566718826,86.59008257739647,other
1769703803.728484,224.77906227111816,226.4851427078247,291.5004062652588,218.7066006660461,66.9993814235363,-7.21346991741823,259.404725419991,223.57372660982247,99.13902049080733,other
1769703803.778648,228.45157623291016,228.0267691612244,295.05584716796875,222.47250080108645,67.20911687963186,-5.907970976505916,261.45403203058174,224.491987858424,44.76581428463007,other
1769703803.849725,230.593376159668,227.87050008773804,299.1274166107178,223.8851022720337,67.57435154807011,-4.848031175622061,263.06617480921136,225.28805454500247,25.29616765956599,fixation
1769703803.863155,231.0347843170166,227.4854564666748,298.4611511230469,224.0906381607056,67.81514259269372,-3.5901096805728057,264.8808104614342,226.50238928104545,162.5824760787591,saccade
1769703803.901894,233.3252239227295,229.8623085021973,300.9168815612793,227.21502542495728,67.96856049930386,-2.636553076057966,266.21119937206436,227.55670086722694,43.81866938324876,other
1769703803.921349,232.50008583068848,229.59385871887207,301.26415252685547,227.19088554382324,68.08875808888469,-1.712866709782536,267.91706454160675,228.87963350002707,110.96055220760861,saccade
1769703803.946485,235.8144474029541,231.06186389923096,303.5091495513916,230.4880142211914,68.284488936895,-1.1979037841520763,269.09690608374285,230.00654949214254,64.90903697548825,other
1769703803.96768,235.30449867248532,231.03076457977292,304.0427780151367,230.2421522140503,68.52272047500303,-0.37735855093908727,270.8880119927883,231.5378898204195,111.18193727511756,saccade
1769703804.009131,236.7920970916748,232.14840173721316,306.3762664794922,232.37266302108765,68.51047128358076,0.2200434110822732,272.05553223536714,232.69069813819084,39.582975955550225,other
1769703804.091192,241.0118865966797,234.72761392593384,309.15207862854004,236.11045360565183,68.58788168376425,1.0415983070615247,273.88273180448243,234.48242890025824,31.185233518113396,other
